t`s`float	v(rst)`V`float	v(d)`V`float	v(clk)`V`float	v(c2)`V`float	v(c1)`V`float
0	0	1.23927e-08	0	0	2.5
1e-12	0	1.23927e-08	0	0	2.5
2e-12	0	1.23927e-08	0	0	2.5
5.2e-12	0	1.23927e-08	0	0	2.5
1.544e-11	0	1.23927e-08	0	0	2.5
4.8208e-11	0	1.23928e-08	0	0	2.5
1.53066e-10	0	1.23927e-08	0	0	2.5
4.8861e-10	0	1.23927e-08	0	0	2.5
1e-09	0	1.23927e-08	0	0	2.5
1.045e-09	0	8.28695e-08	0.375	0	2.5
1.06811e-09	0	1.04945e-07	0.567595	0	2.5
1.14207e-09	0	3.86213e-08	1.1839	0	2.5
1.18645e-09	0	-4.71812e-08	1.55378	0	2.5
1.21277e-09	0	-7.53929e-08	1.77307	0	2.5
1.23908e-09	0	-8.67369e-08	1.99237	0	2.5
1.25745e-09	0	-8.80397e-08	2.14543	0	2.5
1.27582e-09	0	-8.28739e-08	2.2985	0	2.5
1.3e-09	0	-7.74692e-08	2.5	0	2.5
1.31753e-09	0	-1.10227e-07	2.5	0	2.5
1.32369e-09	0	-1.19353e-07	2.5	0	2.5
1.34341e-09	0	-1.15024e-07	2.5	0	2.5
1.37071e-09	0	-2.59251e-08	2.5	0	2.5
1.4067e-09	0	1.47779e-07	2.5	0	2.5
1.44366e-09	0	2.66134e-07	2.5	0	2.5
1.48262e-09	0	3.18787e-07	2.5	0	2.5
1.5271e-09	0	2.91944e-07	2.5	0	2.5
1.57948e-09	0	1.24993e-07	2.5	0	2.5
1.62995e-09	0	-4.5498e-08	2.5	0	2.5
1.70224e-09	0	-1.70869e-07	2.5	0	2.5
1.79013e-09	0	-1.82547e-07	2.5	0	2.5
1.896e-09	0	-1.13978e-07	2.5	0	2.5
2.03045e-09	0	-2.40301e-08	2.5	0	2.5
2.22181e-09	0	4.05629e-08	2.5	0	2.5
2.52103e-09	0	4.81399e-08	2.5	0	2.5
2.94538e-09	0	2.12672e-08	2.5	0	2.5
3.49077e-09	0	1.00714e-08	2.5	0	2.5
3.8e-09	0	1.11675e-08	2.5	0	2.5
3.8375e-09	0	-4.86534e-08	2.1875	0	2.5
3.85574e-09	0	-7.12123e-08	2.03546	0	2.5
3.91413e-09	0	-6.80924e-08	1.54894	0	2.5
3.97006e-09	0	1.05987e-08	1.08284	0	2.5
3.99914e-09	0	7.01837e-08	0.840525	0	2.5
4.02821e-09	0	1.42545e-07	0.598212	0	2.5
4.05459e-09	0	1.78462e-07	0.378455	0	2.5
4.08096e-09	0	1.99456e-07	0.158698	0	2.5
4.1e-09	0	1.84863e-07	0	0	2.5
4.11473e-09	0	2.09669e-07	0	0	2.5
4.12043e-09	0	2.17869e-07	0	0	2.5
4.13865e-09	0	2.20919e-07	0	0	2.5
4.17009e-09	0	1.58526e-07	0	0	2.5
4.21481e-09	0	2.77122e-08	0	0	2.5
4.27811e-09	0	-8.78232e-08	0	0	2.5
4.33109e-09	0	-1.10288e-07	0	0	2.5
4.40187e-09	0	-9.19241e-08	0	0	2.5
4.49323e-09	0	-5.00097e-08	0	0	2.5
4.66112e-09	0	5.14718e-09	0	0	2.5
4.85147e-09	0	2.68708e-08	0	0	2.5
5.13437e-09	0	2.5192e-08	0	0	2.5
5.52906e-09	0	1.51027e-08	0	0	2.5
6e-09	0	1.14565e-08	0	0	2.5
6.0375e-09	0	8.20172e-08	0.3125	0	2.5
6.05959e-09	0	1.1048e-07	0.496609	0	2.5
6.13029e-09	0	1.90687e-08	1.08576	0	2.5
6.17384e-09	0	-1.50638e-07	1.44865	0	2.5
6.20201e-09	0	-2.19042e-07	1.68338	0	2.5
6.23017e-09	0	-2.54944e-07	1.91812	0	2.5
6.25077e-09	0	-1.98578e-07	2.08979	0	2.5
6.27137e-09	0	-9.16037e-08	2.26145	0	2.5
6.3e-09	0	7.15166e-08	2.5	0	2.5
6.31729e-09	0	8.70914e-08	2.5	0	2.5
6.32393e-09	0	9.24694e-08	2.5	0	2.5
6.34518e-09	0	1.10154e-07	2.5	0	2.5
6.38185e-09	0	1.18742e-07	2.5	0	2.5
6.42451e-09	0	9.67424e-08	2.5	0	2.5
6.48044e-09	0	6.13373e-08	2.5	0	2.5
6.53681e-09	0	3.68248e-08	2.5	0	2.5
6.61057e-09	0	1.94122e-08	2.5	0	2.5
6.71319e-09	0	8.43023e-09	2.5	0	2.5
6.89181e-09	0	4.22001e-09	2.5	0	2.5
7.17493e-09	0	7.4399e-09	2.5	0	2.5
7.64106e-09	0	1.19065e-08	2.5	0	2.5
8.22675e-09	0	1.25642e-08	2.5	0	2.5
8.8e-09	0	1.24061e-08	2.5	0	2.5
8.8375e-09	0	-4.60842e-08	2.1875	0	2.5
8.86171e-09	0	-7.73495e-08	1.98572	0	2.5
8.9392e-09	0	-6.78961e-08	1.34001	0	2.5
8.99346e-09	0	5.40259e-09	0.887845	0	2.5
9.03413e-09	0	7.79265e-08	0.548955	0	2.5
9.07479e-09	0	1.65519e-07	0.210064	0	2.5
9.1e-09	0	1.85728e-07	0	0	2.5
9.11956e-09	0	2.24769e-07	0	0	2.5
9.12611e-09	0	2.35695e-07	0	0	2.5
9.14709e-09	0	2.40235e-07	0	0	2.5
9.1807e-09	0	1.72509e-07	0	0	2.5
9.22642e-09	0	4.8081e-08	0	0	2.5
9.28705e-09	0	-5.31481e-08	0	0	2.5
9.34136e-09	0	-7.86472e-08	0	0	2.5
9.41463e-09	0	-6.86114e-08	0	0	2.5
9.51152e-09	0	-3.73693e-08	0	0	2.5
9.68707e-09	0	4.54273e-09	0	0	2.5
9.94407e-09	0	2.30554e-08	0	0	2.5
1.03488e-08	0	1.78967e-08	0	0	2.5
1.08876e-08	0	1.17126e-08	0	0	2.5
1.1e-08	0	1.1831e-08	0	0	2.5
1.10375e-08	0	8.23867e-08	0.3125	0	2.5
1.10495e-08	0	1.01253e-07	0.412461	0	2.5
1.10879e-08	0	1.04343e-07	0.732336	0	2.5
1.11155e-08	0	5.81125e-08	0.962751	0	2.5
1.11432e-08	0	-2.86974e-08	1.19317	0	2.5
1.11656e-08	0	-1.11708e-07	1.38015	0	2.5
1.11881e-08	0	-2.11476e-07	1.56713	0	2.5
1.12133e-08	0	-2.514e-07	1.77744	0	2.5
1.12385e-08	0	-2.46071e-07	1.98775	0	2.5
1.12561e-08	0	-1.78719e-07	2.13414	0	2.5
1.12737e-08	0	-7.03702e-08	2.28054	0	2.5
1.13e-08	0	7.6313e-08	2.5	0	2.5
1.13173e-08	0	9.0438e-08	2.5	0	2.5
1.13237e-08	0	9.56393e-08	2.5	0	2.5
1.13444e-08	0	1.12029e-07	2.5	0	2.5
1.13744e-08	0	1.2062e-07	2.5	0	2.5
1.14146e-08	0	1.03652e-07	2.5	0	2.5
1.14702e-08	0	6.81124e-08	2.5	0	2.5
1.15261e-08	0	4.16066e-08	2.5	0	2.5
1.15968e-08	0	2.27438e-08	2.5	0	2.5
1.16927e-08	0	1.05061e-08	2.5	0	2.5
1.18589e-08	0	4.57012e-09	2.5	0	2.5
1.21136e-08	0	6.6798e-09	2.5	0	2.5
1.25655e-08	0	1.15917e-08	2.5	0	2.5
1.31155e-08	0	1.27145e-08	2.5	0	2.5
1.38e-08	0	1.24916e-08	2.5	0	2.5
1.38375e-08	0	-4.59622e-08	2.1875	0	2.5
1.38638e-08	0	-7.87594e-08	1.9681	0	2.5
1.39481e-08	0	-6.1271e-08	1.26602	0	2.5
1.40021e-08	0	2.30081e-08	0.816016	0	2.5
1.40386e-08	0	9.13609e-08	0.511279	0	2.5
1.40752e-08	0	1.68823e-07	0.206542	0	2.5
1.41e-08	0	1.84513e-07	0	0	2.5
1.41181e-08	0	2.22342e-07	0	0	2.5
1.41246e-08	0	2.33725e-07	0	0	2.5
1.41451e-08	0	2.40526e-07	0	0	2.5
1.41783e-08	0	1.76376e-07	0	0	2.5
1.42237e-08	0	5.27274e-08	0	0	2.5
1.42843e-08	0	-5.1017e-08	0	0	2.5
1.43383e-08	0	-7.805e-08	0	0	2.5
1.44109e-08	0	-6.91539e-08	0	0	2.5
1.45065e-08	0	-3.85073e-08	0	0	2.5
1.46794e-08	0	3.5006e-09	0	0	2.5
1.49308e-08	0	2.28434e-08	0	0	2.5
1.53313e-08	0	1.82439e-08	0	0	2.5
1.58633e-08	0	1.17979e-08	0	0	2.5
1.6e-08	0	1.18696e-08	0	0	2.5
1.60375e-08	0	8.2429e-08	0.3125	0	2.5
1.60504e-08	0	1.02418e-07	0.420277	0	2.5
1.60918e-08	0	9.95606e-08	0.765164	0	2.5
1.61185e-08	0	5.00462e-08	0.987692	0	2.5
1.61452e-08	0	-3.68591e-08	1.21022	0	2.5
1.61683e-08	0	-1.2153e-07	1.40237	0	2.5
1.61913e-08	0	-2.21745e-07	1.59452	0	2.5
1.62164e-08	0	-2.53791e-07	1.80302	0	2.5
1.62414e-08	0	-2.37821e-07	2.01152	0	2.5
1.62586e-08	0	-1.66843e-07	2.15487	0	2.5
1.62758e-08	0	-5.67196e-08	2.29823	0	2.5
1.63e-08	0	7.69824e-08	2.5	0	2.5
1.63174e-08	0	9.06222e-08	2.5	0	2.5
1.63237e-08	0	9.55414e-08	2.5	0	2.5
1.63439e-08	0	1.11413e-07	2.5	0	2.5
1.63737e-08	0	1.20295e-07	2.5	0	2.5
1.64133e-08	0	1.04159e-07	2.5	0	2.5
1.64691e-08	0	6.86865e-08	2.5	0	2.5
1.65248e-08	0	4.20475e-08	2.5	0	2.5
1.65952e-08	0	2.30191e-08	2.5	0	2.5
1.669e-08	0	1.07011e-08	2.5	0	2.5
1.68549e-08	0	4.59532e-09	2.5	0	2.5
1.7e-08	0	5.48071e-09	2.5	0	2.5
1.7058e-08	0.0725328	6.53873e-09	2.5	0	2.5
1.70923e-08	0.115365	6.92773e-09	2.5	0	2.5
1.72019e-08	0.252428	8.02135e-09	2.5	0	2.5
1.75528e-08	0.691028	1.11401e-08	2.5	0	2.5
1.78499e-08	1.06236	1.08125e-08	2.5	0	2.5
1.81473e-08	1.4341	9.87953e-09	2.5	0	2.5
1.82814e-08	1.60172	1.76853e-08	2.5	0	2.5
1.84155e-08	1.76935	3.06043e-08	2.5	0	2.5
1.8588e-08	1.985	5.08592e-07	2.5	0	2.5
1.86567e-08	2.07089	1.12792e-06	2.5	0	2.5
1.87254e-08	2.15677	1.9916e-06	2.5	0	2.5
1.87627e-08	2.20338	2.29143e-06	2.5	0	2.5
1.88e-08	2.25	2.54742e-06	2.5	0	2.5
1.88364e-08	2.29548	2.36474e-06	2.19677	0	2.5
1.88467e-08	2.30839	2.30645e-06	2.11076	0	2.5
1.88797e-08	2.34967	2.09944e-06	1.83552	0	2.5
1.89189e-08	2.39867	1.83616e-06	1.50883	0	2.5
1.89599e-08	2.44988	1.58106e-06	1.16747	0	2.5
1.9e-08	2.5	1.37827e-06	0.833333	0	2.5
1.90266e-08	2.5	1.28493e-06	0.612049	0	2.5
1.90345e-08	2.5	1.25495e-06	0.546139	0	2.5
1.90598e-08	2.5	1.14764e-06	0.335229	0	2.5
1.90793e-08	2.5	1.04195e-06	0.172277	0	2.5
1.90953e-08	2.5	9.44025e-07	0.0395762	0	2.5
1.91e-08	2.5	9.1497e-07	0	0	2.5
1.91076e-08	2.5	8.93964e-07	0	0	2.5
1.9111e-08	2.5	8.8431e-07	0	0	2.5
1.91207e-08	2.5	8.5159e-07	0	0	2.5
1.91452e-08	2.5	7.27114e-07	0	0	2.5
1.91906e-08	2.5	4.18631e-07	0	0	2.5
1.92446e-08	2.5	9.0486e-08	0	0	2.5
1.93034e-08	2.5	-1.3566e-07	0	0	2.5
1.93625e-08	2.5	-2.85604e-07	0	0	2.5
1.94448e-08	2.5	-4.2093e-07	0	0	2.5
1.95421e-08	2.5	-4.83921e-07	0	0	2.5
1.95803e-08	2.5	-4.66648e-07	0	0	2.5
1.96185e-08	2.5	-4.25685e-07	0	0	2.5
1.96754e-08	2.5	-4.17815e-07	0	0	2.5
1.97535e-08	2.5	-4.68701e-07	0	0	2.5
1.9815e-08	2.5	-4.97404e-07	0	0	2.5
1.99287e-08	2.5	-5.27982e-07	0	0	2.5
2.01061e-08	2.5	-5.18695e-07	0	0	2.5
2.03033e-08	2.5	-4.68694e-07	0	0	2.5
2.05377e-08	2.5	-3.90186e-07	0	0	2.5
2.08234e-08	2.5	-2.9937e-07	0	0	2.5
2.1e-08	2.5	-2.48614e-07	0	0	2.5
2.10375e-08	2.5	-1.81819e-07	0.3125	0	2.5
2.10518e-08	2.5	-1.60863e-07	0.431963	0	2.5
2.10977e-08	2.5	-1.55709e-07	0.814243	0	2.5
2.11236e-08	2.5	-1.85484e-07	1.02974	0	2.5
2.11494e-08	2.5	-2.38822e-07	1.24523	0	2.5
