t`s`float	v(rst)`V`float	v(clk)`V`float	v(d)`V`float	v(vdd!)`V`float	v(vss)`V`float
3.15452e-08	2.5	2.5	0.000249304	2.51643	0.00821664
3.16137e-08	2.5	2.5	3.52147e-05	2.50419	0.00209397
3.17718e-08	2.5	2.5	-0.000239273	2.48627	-0.00686641
3.19233e-08	2.5	2.5	-3.16618e-05	2.49716	-0.00141825
3.2152e-08	2.5	2.5	0.000167118	2.5103	0.00514877
3.23772e-08	2.5	2.5	-8.98386e-05	2.49541	-0.00229322
3.26467e-08	2.5	2.5	-5.16297e-05	2.49625	-0.00187552
3.29109e-08	2.5	2.5	0.000114505	2.50687	0.00343505
3.33084e-08	2.5	2.5	-8.49523e-05	2.49528	-0.00235948
3.36242e-08	2.5	2.5	6.10139e-06	2.49983	-8.51871e-05
3.38e-08	2.5	2.5	7.70831e-05	2.50465	0.0023262
3.38375e-08	2.5	2.1875	2.68273e-06	2.49977	-0.000116623
3.38518e-08	2.5	2.06826	-2.32327e-05	2.49811	-0.000946199
3.38976e-08	2.5	1.6867	-0.000108885	2.49238	-0.00381044
3.39427e-08	2.5	1.31105	-0.000181082	2.48722	-0.00639117
3.39673e-08	2.5	1.10584	-0.000212833	2.48472	-0.00763922
3.39919e-08	2.5	0.900624	-0.00023915	2.48245	-0.00877298
3.40069e-08	2.5	0.775719	-0.000243383	2.48186	-0.00907009
3.40219e-08	2.5	0.650814	-0.000241345	2.48166	-0.0091676
3.4034e-08	2.5	0.549742	-0.000231622	2.48201	-0.00899343
3.40462e-08	2.5	0.44867	-0.000215785	2.48275	-0.00862695
3.40618e-08	2.5	0.318739	-0.000179911	2.48479	-0.00760602
3.40773e-08	2.5	0.188808	-0.000128821	2.48788	-0.00605812
3.4096e-08	2.5	0.0332804	-4.94234e-05	2.4928	-0.0035998
3.41e-08	2.5	1.42997e-13	-3.11838e-05	2.49394	-0.00302859
3.41064e-08	2.5	0	1.94356e-05	2.49738	-0.00130973
3.41095e-08	2.5	0	4.44825e-05	2.49906	-0.00047214
3.41182e-08	2.5	0	0.000112129	2.50348	0.00174199
3.41353e-08	2.5	0	0.000235503	2.51157	0.00578654
3.41608e-08	2.5	0	0.000384186	2.52157	0.0107834
3.41969e-08	2.5	0	0.000503226	2.53028	0.015139
3.42412e-08	2.5	0	0.000493901	2.53149	0.0157474
3.43002e-08	2.5	0	0.000277823	2.5201	0.010052
3.43863e-08	2.5	0	-0.000149259	2.49454	-0.00273051
3.44983e-08	2.5	0	-0.000369192	2.47887	-0.0105671
3.46273e-08	2.5	0	-6.13672e-05	2.49513	-0.00243566
3.48021e-08	2.5	0	0.00025549	2.51533	0.00766441
3.49832e-08	2.5	0	-2.7271e-05	2.49985	-7.43168e-05
3.51966e-08	2.5	0	-0.000173181	2.48923	-0.005385
3.54254e-08	2.5	0	0.000120046	2.50651	0.00325432
3.56953e-08	2.5	0	3.10084e-05	2.50264	0.0013198
3.59453e-08	2.5	0	-0.000119822	2.49262	-0.0036884
3.6e-08	2.5	0	-6.65615e-05	2.49547	-0.00226271
3.60219e-08	2.5	0.18248	1.88128e-05	2.50116	0.00057967
3.60305e-08	2.5	0.253961	5.0862e-05	2.50325	0.00162583
3.60579e-08	2.5	0.482698	0.000132428	2.50854	0.00427011
3.61172e-08	2.5	0.976499	0.000140994	2.50919	0.004595
3.61534e-08	2.5	1.27855	1.93116e-05	2.50128	0.0006419
3.61803e-08	2.5	1.5021	-0.000104159	2.49311	-0.0034458
3.62071e-08	2.5	1.72565	-0.000256051	2.48296	-0.00852193
3.62234e-08	2.5	1.86162	-0.000316263	2.47887	-0.010563
3.62397e-08	2.5	1.99758	-0.000365503	2.47549	-0.0122563
3.62538e-08	2.5	2.11467	-0.000373377	2.47475	-0.0126261
3.62678e-08	2.5	2.23176	-0.000357621	2.4755	-0.0122506
3.62952e-08	2.5	2.46006	-0.000251308	2.48192	-0.0090391
3.63e-08	2.5	2.5	-0.000223859	2.48361	-0.00819675
3.63077e-08	2.5	2.5	-0.000195287	2.48515	-0.00742708
3.63111e-08	2.5	2.5	-0.00018187	2.4859	-0.00704917
3.63208e-08	2.5	2.5	-0.000138858	2.48848	-0.00576031
3.63366e-08	2.5	2.5	-6.18418e-05	2.49316	-0.00342006
3.63616e-08	2.5	2.5	5.74168e-05	2.50048	0.000241225
3.63788e-08	2.5	2.5	0.000124568	2.50465	0.00232341
3.63961e-08	2.5	2.5	0.00017968	2.50811	0.00405277
3.64316e-08	2.5	2.5	0.000253723	2.51308	0.0065411
3.64632e-08	2.5	2.5	0.000284521	2.51563	0.00781376
3.64976e-08	2.5	2.5	0.000278465	2.5161	0.008048
3.65604e-08	2.5	2.5	0.000176126	2.51121	0.00560569
3.66081e-08	2.5	2.5	4.89223e-05	2.50405	0.00202656
3.66767e-08	2.5	2.5	-0.000122324	2.4933	-0.00335168
3.67042e-08	2.5	2.5	-0.000169312	2.48976	-0.00511866
3.67317e-08	2.5	2.5	-0.000203923	2.48667	-0.00666356
3.67742e-08	2.5	2.5	-0.000203752	2.48406	-0.00796854
3.68368e-08	2.5	2.5	-0.000279203	2.47939	-0.0103052
3.68766e-08	2.5	2.5	-0.000719575	2.46562	-0.0171919
3.69394e-08	2.5	2.5	-0.00244	2.43617	-0.0319131
3.6994e-08	2.5	2.5	-0.00243602	2.33918	-0.0804092
3.70515e-08	2.5	2.5	0.0098854	2.08999	-0.205004
3.7124e-08	2.5	2.5	0.0682542	1.81273	-0.343637
3.71762e-08	2.5	2.5	0.141523	1.82653	-0.336737
3.72301e-08	2.5	2.5	0.236214	2.00596	-0.247019
3.73028e-08	2.5	2.5	0.390166	2.26459	-0.117705
3.73591e-08	2.5	2.5	0.525659	2.41951	-0.0402466
3.74394e-08	2.5	2.5	0.730288	2.57406	0.0370308
3.7526e-08	2.5	2.5	0.951044	2.66782	0.0839114
3.7614e-08	2.5	2.5	1.16293	2.70406	0.102031
3.77604e-08	2.5	2.5	1.47054	2.69239	0.0961927
3.78885e-08	2.5	2.5	1.68898	2.66335	0.0816739
3.80251e-08	2.5	2.5	1.87338	2.63888	0.0694395
3.82107e-08	2.5	2.5	2.05736	2.61034	0.0551703
3.84637e-08	2.5	2.5	2.21437	2.56964	0.0348178
3.88e-08	2.5	2.5	2.32203	2.51825	0.00912378
3.88307e-08	2.5	2.24378	2.32778	2.51263	0.00631271
3.88495e-08	2.5	2.08736	2.33125	2.50973	0.00486549
3.89096e-08	2.5	1.58681	2.34164	2.5013	0.000648126
3.89532e-08	2.5	1.22293	2.34858	2.49669	-0.00165489
3.89807e-08	2.5	0.993824	2.35274	2.49452	-0.00273821
3.90082e-08	2.5	0.764717	2.35673	2.49292	-0.00353813
3.90257e-08	2.5	0.619495	2.35921	2.49276	-0.00362176
3.90431e-08	2.5	0.474273	2.36165	2.49308	-0.00345837
3.90562e-08	2.5	0.365402	2.36348	2.49402	-0.00299032
3.90692e-08	2.5	0.256531	2.3653	2.49543	-0.00228335
3.9092e-08	2.5	0.0664798	2.36852	2.49913	-0.00043367
3.91e-08	2.5	1.42997e-13	2.36965	2.50057	0.000285923
3.91108e-08	2.5	0	2.37125	2.50455	0.00227468
3.91151e-08	2.5	0	2.37188	2.50606	0.00302869
3.91277e-08	2.5	0	2.37376	2.51	0.00500183
3.91493e-08	2.5	0	2.37701	2.51533	0.0076631
3.9182e-08	2.5	0	2.38195	2.52059	0.0102967
3.92225e-08	2.5	0	2.38794	2.52322	0.0116081
3.92744e-08	2.5	0	2.39527	2.52214	0.0110711
3.93476e-08	2.5	0	2.40467	2.51649	0.00824551
3.94556e-08	2.5	0	2.41653	2.50782	0.00390751
3.95872e-08	2.5	0	2.42849	2.50311	0.00155498
3.97561e-08	2.5	0	2.44134	2.50385	0.00192576
3.99457e-08	2.5	0	2.45344	2.50497	0.00248407
4.0219e-08	2.5	0	2.46692	2.50323	0.00161414
4.06639e-08	2.5	0	2.48116	2.50145	0.00072335
4.1e-08	2.5	0	2.48769	2.50141	0.000706183
4.10375e-08	2.5	0.3125	2.48846	2.50502	0.0025119
4.10564e-08	2.5	0.470316	2.48885	2.50631	0.00315486
4.1117e-08	2.5	0.975329	2.48987	2.5034	0.00170093
4.11536e-08	2.5	1.28021	2.4902	2.49732	-0.00134064
4.11816e-08	2.5	1.51347	2.49025	2.49206	-0.00396907
4.12096e-08	2.5	1.74673	2.49012	2.48628	-0.00685879
4.12255e-08	2.5	1.8793	2.49003	2.48486	-0.00757187
4.12414e-08	2.5	2.01187	2.48991	2.48419	-0.00790654
4.1256e-08	2.5	2.13313	2.48984	2.48472	-0.00763905
4.12705e-08	2.5	2.25438	2.48979	2.48619	-0.00690296
4.12853e-08	2.5	2.37719	2.48979	2.48829	-0.00585644
4.13e-08	2.5	2.5	2.48984	2.4911	-0.00444802
4.13122e-08	2.5	2.5	2.48987	2.4918	-0.0041021
4.13185e-08	2.5	2.5	2.4899	2.49228	-0.00385778
4.13387e-08	2.5	2.5	2.49001	2.49459	-0.00270741
4.13571e-08	2.5	2.5	2.49018	2.49733	-0.00133435
4.13759e-08	2.5	2.5	2.49042	2.50049	0.000247154
4.13986e-08	2.5	2.5	2.49078	2.50428	0.00214167
4.14215e-08	2.5	2.5	2.49122	2.50744	0.00371867
4.14573e-08	2.5	2.5	2.49198	2.51031	0.0051549
4.14931e-08	2.5	2.5	2.49274	2.51106	0.00553012
4.15428e-08	2.5	2.5	2.49371	2.50986	0.00493157
4.16148e-08	2.5	2.5	2.49478	2.5061	0.0030516
4.1737e-08	2.5	2.5	2.49582	2.50041	0.000202702
4.19098e-08	2.5	2.5	2.49643	2.49836	-0.000820946
4.21313e-08	2.5	2.5	2.49712	2.50036	0.000178609
4.24533e-08	2.5	2.5	2.49819	2.50071	0.00035269
4.28814e-08	2.5	2.5	2.49897	2.49968	-0.000161627
4.36153e-08	2.5	2.5	2.49958	2.50032	0.000159057
4.38e-08	2.5	2.5	2.49971	2.50013	6.3584e-05
4.38375e-08	2.5	2.1875	2.49957	2.49746	-0.00126764
4.38521e-08	2.5	2.06578	2.49951	2.49664	-0.00168116
4.38988e-08	2.5	1.67629	2.49923	2.49357	-0.0032157
4.39435e-08	2.5	1.30407	2.49882	2.49078	-0.00461183
4.39681e-08	2.5	1.09959	2.49855	2.48918	-0.00541221
4.39926e-08	2.5	0.895109	2.49824	2.48753	-0.00623628
4.40074e-08	2.5	0.771346	2.49804	2.48703	-0.00648378
4.40223e-08	2.5	0.647583	2.49785	2.48676	-0.00661785
4.40342e-08	2.5	0.548149	2.4977	2.4868	-0.00660238
4.40462e-08	2.5	0.448714	2.49756	2.48702	-0.0064902
4.40588e-08	2.5	0.343022	2.49743	2.48783	-0.00608283
4.40715e-08	2.5	0.237329	2.49732	2.48912	-0.00543979
4.4089e-08	2.5	0.0912833	2.49722	2.49161	-0.00419631
4.41e-08	2.5	1.42997e-13	2.49719	2.49334	-0.00333188
4.41103e-08	2.5	0	2.49725	2.49687	-0.00156295
4.41149e-08	2.5	0	2.49728	2.49838	-0.000811211
4.41285e-08	2.5	0	2.49739	2.50234	0.00117034
4.415e-08	2.5	0	2.49765	2.50718	0.00358784
4.41828e-08	2.5	0	2.49816	2.51196	0.00598043
4.4223e-08	2.5	0	2.49887	2.51429	0.00714528
4.42742e-08	2.5	0	2.49972	2.51338	0.0066894
4.43451e-08	2.5	0	2.50053	2.50865	0.0043233
4.44535e-08	2.5	0	2.50095	2.50119	0.000592978
4.45852e-08	2.5	0	2.50066	2.49739	-0.00130449
4.47585e-08	2.5	0	2.50021	2.49874	-0.000629416
4.49501e-08	2.5	0	2.50013	2.50067	0.000335318
4.5229e-08	2.5	0	2.5002	2.50016	8.1873e-05
4.56711e-08	2.5	0	2.50008	2.49968	-0.000160301
4.6e-08	2.5	0	2.50004	2.50018	9.19057e-05
4.60375e-08	2.5	0.3125	2.50026	2.50384	0.00192215
4.60563e-08	2.5	0.468787	2.50037	2.50514	0.00257215
4.61163e-08	2.5	0.968904	2.50055	2.50244	0.0012198
4.61529e-08	2.5	1.27433	2.50041	2.49653	-0.00173619
4.61807e-08	2.5	1.50565	2.5001	2.49134	-0.00433112
4.62084e-08	2.5	1.73696	2.49964	2.48553	-0.00723305
4.62246e-08	2.5	1.87133	2.49936	2.48398	-0.00801006
4.62407e-08	2.5	2.0057	2.49904	2.48316	-0.00841816
4.62551e-08	2.5	2.1256	2.49881	2.48364	-0.00818237
4.62695e-08	2.5	2.2455	2.49859	2.48505	-0.00747487
4.62847e-08	2.5	2.37275	2.49843	2.48727	-0.00636484
4.63e-08	2.5	2.5	2.49831	2.49034	-0.00483222
4.6312e-08	2.5	2.5	2.49823	2.4913	-0.00434781
4.63184e-08	2.5	2.5	2.49819	2.49196	-0.00402042
4.63389e-08	2.5	2.5	2.49813	2.49492	-0.00254049
4.63592e-08	2.5	2.5	2.49814	2.49794	-0.00103239
4.63781e-08	2.5	2.5	2.4982	2.50034	0.000172476
4.64054e-08	2.5	2.5	2.49835	2.50317	0.00158553
4.6429e-08	2.5	2.5	2.49853	2.50498	0.00248782
4.64545e-08	2.5	2.5	2.49875	2.5062	0.00309803
4.64868e-08	2.5	2.5	2.49905	2.50701	0.00350349
4.65279e-08	2.5	2.5	2.49942	2.50694	0.00346905
4.65816e-08	2.5	2.5	2.4998	2.50537	0.00268678
4.66116e-08	2.5	2.5	2.49994	2.50408	0.00203996
4.66415e-08	2.5	2.5	2.50003	2.50248	0.0012422
4.66982e-08	2.5	2.5	2.50006	2.4998	-0.000100212
4.67505e-08	2.5	2.5	2.49999	2.49847	-0.00076647
4.68085e-08	2.5	2.5	2.49986	2.49786	-0.00107155
4.68779e-08	2.5	2.5	2.49971	2.49784	-0.00107791
4.69525e-08	2.5	2.5	2.49959	2.4985	-0.000749747
4.70426e-08	2.5	2.5	2.49951	2.499	-0.000500241
4.7141e-08	2.5	2.5	2.49929	2.49675	-0.00162639
4.71962e-08	2.5	2.5	2.49899	2.49432	-0.00284049
4.72513e-08	2.5	2.5	2.49856	2.49105	-0.00447349
4.73395e-08	2.5	2.5	2.49685	2.46872	-0.0156396
4.73935e-08	2.5	2.5	2.49343	2.443	-0.0285017
4.74474e-08	2.5	2.5	2.48822	2.40812	-0.0459422
4.7519e-08	2.5	2.5	2.46163	2.28813	-0.105933
4.7555e-08	2.5	2.5	2.43074	2.28902	-0.10549
4.75909e-08	2.5	2.5	2.38813	2.33076	-0.0846179
4.76667e-08	2.5	2.5	2.25384	2.61528	0.0576418
4.77242e-08	2.5	2.5	2.12853	2.79558	0.147791
4.77857e-08	2.5	2.5	1.99014	2.83411	0.167056
4.78532e-08	2.5	2.5	1.83839	2.69575	0.0978731
4.79335e-08	2.5	2.5	1.66514	2.44442	-0.0277892
4.80126e-08	2.5	2.5	1.50731	2.28786	-0.10607
4.80884e-08	2.5	2.5	1.37002	2.31618	-0.0919119
4.81749e-08	2.5	2.5	1.22482	2.48407	-0.00796577
4.82794e-08	2.5	2.5	1.05747	2.64239	0.071197
4.83602e-08	2.5	2.5	0.93283	2.62723	0.0636168
4.8457e-08	2.5	2.5	0.793304	2.50161	0.00080648
4.85739e-08	2.5	2.5	0.645413	2.39837	-0.0508138
4.86649e-08	2.5	2.5	0.547534	2.434	-0.0329984
4.87789e-08	2.5	2.5	0.441719	2.53948	0.0197379
4.88e-08	2.5	2.5	0.423751	2.55583	0.0279128
4.88085e-08	2.5	2.42951	0.416695	2.55883	0.0294161
4.88138e-08	2.5	2.38509	0.412261	2.56066	0.0303305
4.88306e-08	2.5	2.24485	0.398451	2.56495	0.0324749
4.88637e-08	2.5	1.96942	0.372135	2.56372	0.0318581
4.89054e-08	2.5	1.62131	0.34049	2.54566	0.0228313
4.89287e-08	2.5	1.42784	0.323745	2.53057	0.0152829
4.89519e-08	2.5	1.23437	0.307604	2.51185	0.00592559
4.89795e-08	2.5	1.00421	0.289278	2.49147	-0.00426548
4.90071e-08	2.5	0.774047	0.271874	2.47089	-0.0145573
4.9025e-08	2.5	0.625152	0.261136	2.46107	-0.0194665
4.90428e-08	2.5	0.476257	0.250799	2.45293	-0.023537
4.90564e-08	2.5	0.363367	0.243232	2.44951	-0.0252461
4.90699e-08	2.5	0.250478	0.235897	2.44795	-0.0260232
4.90925e-08	2.5	0.0621371	0.22416	2.45059	-0.0247035
4.91e-08	2.5	1.42997e-13	0.22042	2.45265	-0.0236769
4.91107e-08	2.5	0	0.215248	2.45934	-0.0203312
4.91149e-08	2.5	0	0.213241	2.46198	-0.0190087
4.91272e-08	2.5	0	0.207421	2.47015	-0.0149258
4.91479e-08	2.5	0	0.19799	2.48462	-0.00768832
4.91812e-08	2.5	0	0.183573	2.50742	0.00371241
4.92213e-08	2.5	0	0.167331	2.52947	0.0147327
4.92735e-08	2.5	0	0.147933	2.54309	0.0215446
4.93443e-08	2.5	0	0.124425	2.53415	0.0170735
4.94612e-08	2.5	0	0.0925003	2.49156	-0.0042192
4.95804e-08	2.5	0	0.0681644	2.47166	-0.0141719
4.97174e-08	2.5	0	0.0483432	2.49795	-0.00102637
4.98908e-08	2.5	0	0.0310917	2.52146	0.0107312
5.00542e-08	2.5	0	0.0199824	2.49907	-0.000463591
5.02545e-08	2.5	0	0.0116049	2.48567	-0.00716675
5.04516e-08	2.5	0	0.00724045	2.50734	0.00367213
5.06953e-08	2.5	0	0.00390571	2.50615	0.00307456
5.09125e-08	2.5	0	0.00210689	2.49047	-0.00476306
5.1e-08	2.5	0	0.00177712	2.49423	-0.00288528
5.1035e-08	2.5	0.29174	0.00177471	2.5028	0.00140251
5.10459e-08	2.5	0.382121	0.00177213	2.50527	0.00263525
5.10806e-08	2.5	0.67134	0.00172351	2.51003	0.00501489
5.11007e-08	2.5	0.839384	0.00165646	2.50997	0.00498538
5.11209e-08	2.5	1.00743	0.00156088	2.50784	0.00391793
5.11408e-08	2.5	1.17322	0.00143811	2.50363	0.0018174
5.11607e-08	2.5	1.33901	0.00128724	2.49737	-0.0013134
5.11884e-08	2.5	1.5699	0.00107594	2.48813	-0.00593641
5.12161e-08	2.5	1.80079	0.00084761	2.47727	-0.0113642
5.12304e-08	2.5	1.91977	0.000770678	2.47427	-0.0128645
5.12446e-08	2.5	2.03874	0.000708633	2.47216	-0.0139185
5.12596e-08	2.5	2.16341	0.00067985	2.47213	-0.0139326
5.12746e-08	2.5	2.28808	0.000681341	2.47393	-0.0130362
5.13e-08	2.5	2.5	0.000737699	2.48038	-0.00981089
5.13123e-08	2.5	2.5	0.000753593	2.4824	-0.00880239
5.13183e-08	2.5	2.5	0.00076235	2.48349	-0.00825466
5.13375e-08	2.5	2.5	0.00080194	2.48787	-0.00606363
5.13569e-08	2.5	2.5	0.00085761	2.49335	-0.00332528
5.13747e-08	2.5	2.5	0.000919938	2.49918	-0.000411159
5.13976e-08	2.5	2.5	0.00100734	2.50724	0.00362034
5.14295e-08	2.5	2.5	0.00110313	2.51686	0.00842782
5.14573e-08	2.5	2.5	0.00114626	2.52277	0.011386
5.14889e-08	2.5	2.5	0.00114415	2.52633	0.0131653
5.15249e-08	2.5	2.5	0.00106838	2.52572	0.0128589
5.15568e-08	2.5	2.5	0.000938083	2.52094	0.0104698
5.15949e-08	2.5	2.5	0.000733684	2.51169	0.00584474
5.16474e-08	2.5	2.5	0.000446775	2.49749	-0.00125667
5.1696e-08	2.5	2.5	0.000248712	2.48715	-0.00642296
5.17446e-08	2.5	2.5	0.000115567	2.47953	-0.0102362
5.17844e-08	2.5	2.5	9.5641e-05	2.47758	-0.0112085
5.18422e-08	2.5	2.5	0.000163765	2.4807	-0.00964782
5.18982e-08	2.5	2.5	-0.000316865	2.46812	-0.0159411
5.19569e-08	2.5	2.5	-0.00187745	2.44181	-0.0290967
5.20149e-08	2.5	2.5	-0.00197737	2.34558	-0.0772099
5.20721e-08	2.5	2.5	0.00967807	2.09981	-0.200094
5.21428e-08	2.5	2.5	0.0650351	1.81876	-0.340621
5.21955e-08	2.5	2.5	0.137886	1.82133	-0.339336
5.22487e-08	2.5	2.5	0.230377	1.99459	-0.252705
5.23251e-08	2.5	2.5	0.391084	2.26771	-0.116143
5.23801e-08	2.5	2.5	0.523161	2.4204	-0.0397999
5.24606e-08	2.5	2.5	0.727669	2.57659	0.0382943
5.25465e-08	2.5	2.5	0.945818	2.66949	0.0847426
5.26317e-08	2.5	2.5	1.15069	2.70396	0.101978
5.27965e-08	2.5	2.5	1.49255	2.68798	0.0939911
5.29184e-08	2.5	2.5	1.69569	2.65909	0.0795446
5.30598e-08	2.5	2.5	1.88224	2.63478	0.0673904
5.32425e-08	2.5	2.5	2.0591	2.60818	0.0540879
5.35078e-08	2.5	2.5	2.21902	2.56631	0.0331539
5.38e-08	2.5	2.5	2.31146	2.52099	0.010497
5.38277e-08	2.5	2.26947	2.31699	2.5154	0.00770083
5.38452e-08	2.5	2.12345	2.32045	2.51234	0.00616835
5.39013e-08	2.5	1.65618	2.33086	2.50346	0.00173159
5.39465e-08	2.5	1.27894	2.33859	2.49796	-0.0010222
5.39725e-08	2.5	1.06247	2.34279	2.4955	-0.00225049
5.39985e-08	2.5	0.845991	2.34683	2.49356	-0.00322212
5.40144e-08	2.5	0.713359	2.34926	2.49306	-0.00347086
5.40303e-08	2.5	0.580728	2.35165	2.49296	-0.00352017
5.40427e-08	2.5	0.477415	2.35349	2.49333	-0.0033342
5.40551e-08	2.5	0.374102	2.35532	2.49404	-0.00297889
5.40655e-08	2.5	0.287784	2.35686	2.49517	-0.0024172
5.40758e-08	2.5	0.201466	2.3584	2.49668	-0.00165774
5.41e-08	2.5	1.42997e-13	2.36202	2.50089	0.000444848
5.41115e-08	2.5	0	2.36381	2.50504	0.00251976
5.41173e-08	2.5	0	2.36472	2.50707	0.0035331
5.4136e-08	2.5	0	2.36767	2.51252	0.00625862
5.41611e-08	2.5	0	2.37164	2.51788	0.00893927
5.41979e-08	2.5	0	2.37744	2.52242	0.0112118
5.42413e-08	2.5	0	2.38409	2.52365	0.0118256
5.42996e-08	2.5	0	2.39249	2.52084	0.0104201
5.43834e-08	2.5	0	2.40324	2.5136	0.00679969
5.44979e-08	2.5	0	2.41569	2.50581	0.00290565
5.46438e-08	2.5	0	2.42888	2.50325	0.00162322
5.48231e-08	2.5	0	2.44252	2.50484	0.00242229
5.5016e-08	2.5	0	2.45468	2.50492	0.00246029
5.52993e-08	2.5	0	2.46819	2.50278	0.00138945
5.57836e-08	2.5	0	2.48282	2.50154	0.000768481
5.6e-08	2.5	0	2.48693	2.50145	0.000723302
5.60375e-08	2.5	0.3125	2.48773	2.50482	0.0024078
5.60531e-08	2.5	0.442602	2.48806	2.50587	0.00293428
5.61031e-08	2.5	0.85893	2.48899	2.50472	0.00235837
5.61221e-08	2.5	1.01757	2.48926	2.50279	0.00139494
5.61411e-08	2.5	1.17622	2.48948	2.50004	2.09748e-05
5.61651e-08	2.5	1.37571	2.48962	2.49572	-0.00214201
5.6189e-08	2.5	1.5752	2.48963	2.49032	-0.00484031
5.62101e-08	2.5	1.75053	2.48957	2.48731	-0.00634338
5.62311e-08	2.5	1.92585	2.48945	2.48508	-0.00745986
5.62446e-08	2.5	2.03793	2.48938	2.48469	-0.00765523
5.6258e-08	2.5	2.15	2.48931	2.48492	-0.00753969
5.62716e-08	2.5	2.26311	2.48927	2.48567	-0.00716309
5.62851e-08	2.5	2.37623	2.48925	2.48699	-0.00650685
5.63e-08	2.5	2.5	2.48926	2.48905	-0.00547251
5.63106e-08	2.5	2.5	2.48926	2.48932	-0.00534133
5.63155e-08	2.5	2.5	2.48927	2.48954	-0.00523208
5.63308e-08	2.5	2.5	2.48931	2.49105	-0.00447257
5.63468e-08	2.5	2.5	2.4894	2.4936	-0.00320172
5.63646e-08	2.5	2.5	2.48959	2.4974	-0.00130093
5.63859e-08	2.5	2.5	2.48991	2.50207	0.00103276
5.64079e-08	2.5	2.5	2.49033	2.50617	0.00308485
5.64329e-08	2.5	2.5	2.49087	2.50945	0.00472728
5.64672e-08	2.5	2.5	2.49167	2.51176	0.00588159
5.65089e-08	2.5	2.5	2.49261	2.512	0.00600003
5.65708e-08	2.5	2.5	2.49382	2.5094	0.00469931
5.66607e-08	2.5	2.5	2.495	2.5039	0.00195205
5.68124e-08	2.5	2.5	2.49592	2.4985	-0.000750654
5.69902e-08	2.5	2.5	2.49644	2.49894	-0.000531846
5.72622e-08	2.5	2.5	2.49743	2.50106	0.00052856
5.76508e-08	2.5	2.5	2.49856	2.50004	2.04024e-05
5.81454e-08	2.5	2.5	2.49918	2.49989	-5.58287e-05
5.88e-08	2.5	2.5	2.49968	2.50029	0.000143035
5.88375e-08	2.5	2.1875	2.49955	2.49761	-0.0011962
5.88633e-08	2.5	1.97269	2.49944	2.49602	-0.00198785
5.89458e-08	2.5	1.28531	2.49885	2.49143	-0.00428668
5.89659e-08	2.5	1.11711	2.49865	2.49049	-0.00475336
5.89861e-08	2.5	0.948907	2.49844	2.48964	-0.00518235
5.90027e-08	2.5	0.810765	2.49826	2.48928	-0.00535771
5.90193e-08	2.5	0.672623	2.49809	2.48916	-0.00542104
5.9033e-08	2.5	0.557957	2.49795	2.48928	-0.00535907
5.90468e-08	2.5	0.443292	2.49782	2.48959	-0.00520265
5.90586e-08	2.5	0.344983	2.49773	2.49033	-0.00483311
5.90704e-08	2.5	0.246673	2.49766	2.4914	-0.004298
5.90893e-08	2.5	0.0895543	2.49759	2.49366	-0.00317114
5.91e-08	2.5	1.98508e-13	2.49757	2.49507	-0.00246704
5.91105e-08	2.5	0	2.49763	2.49819	-0.000903924
5.9115e-08	2.5	0	2.49766	2.49948	-0.000258037
5.91286e-08	2.5	0	2.49777	2.50282	0.00140807
5.91499e-08	2.5	0	2.498	2.50675	0.0033755
5.91822e-08	2.5	0	2.49845	2.51054	0.00527
5.92224e-08	2.5	0	2.49906	2.5123	0.0061481
5.92743e-08	2.5	0	2.49978	2.51126	0.00563038
5.93478e-08	2.5	0	2.50047	2.50689	0.00344646
5.94543e-08	2.5	0	2.50077	2.50072	0.000362239
5.95858e-08	2.5	0	2.50052	2.49777	-0.00111399
5.97725e-08	2.5	0	2.50014	2.49915	-0.000422742
6.00003e-08	2.5	0	2.50011	2.50072	0.000359507
6.03058e-08	2.5	0	2.50016	2.49993	-3.68957e-05
6.07868e-08	2.5	0	2.50004	2.49984	-8.12276e-05
6.1e-08	2.5	0	2.50003	2.50015	7.59822e-05
6.10375e-08	2.5	0.3125	2.50022	2.50333	0.00166712
6.1053e-08	2.5	0.441782	2.5003	2.50434	0.00216843
6.11027e-08	2.5	0.855484	2.5005	2.50384	0.00191964
6.11217e-08	2.5	1.01423	2.50052	2.50243	0.00121302
6.11408e-08	2.5	1.17298	2.50051	2.50033	0.000167443
6.11646e-08	2.5	1.3716	2.50039	2.49701	-0.00149397
6.11884e-08	2.5	1.57022	2.50017	2.49282	-0.00359042
6.12097e-08	2.5	1.74715	2.49994	2.49035	-0.00482583
6.12309e-08	2.5	1.92408	2.49965	2.48842	-0.00579114
6.12443e-08	2.5	2.03619	2.49946	2.48782	-0.00609175
6.12578e-08	2.5	2.14831	2.49928	2.4876	-0.00620149
6.12714e-08	2.5	2.2618	2.4991	2.48774	-0.00613195
6.1285e-08	2.5	2.37528	2.49894	2.48825	-0.00587611
6.13e-08	2.5	2.5	2.49879	2.48946	-0.00526915
6.13106e-08	2.5	2.5	2.49867	2.48932	-0.00534172
6.13155e-08	2.5	2.5	2.49862	2.48933	-0.00533316
6.13308e-08	2.5	2.5	2.49848	2.49029	-0.00485458
6.13498e-08	2.5	2.5	2.49836	2.49228	-0.00386022
6.13629e-08	2.5	2.5	2.4983	2.49368	-0.0031622
6.1376e-08	2.5	2.5	2.49826	2.49509	-0.00245551
6.14084e-08	2.5	2.5	2.49825	2.49799	-0.00100576
