t`s`float	v(rst)`V`float	v(clk)`V`float	v(d)`V`float	v(vdd!)`V`float	v(vss)`V`float
6.14322e-08	2.5	2.5	2.4983	2.50015	7.47978e-05
6.14627e-08	2.5	2.5	2.49846	2.50303	0.00151365
6.1501e-08	2.5	2.5	2.49877	2.50598	0.00299136
6.15463e-08	2.5	2.5	2.49922	2.508	0.00399797
6.15996e-08	2.5	2.5	2.49975	2.50811	0.00405717
6.16668e-08	2.5	2.5	2.50027	2.50605	0.00302282
6.17407e-08	2.5	2.5	2.50057	2.50293	0.00146328
6.18491e-08	2.5	2.5	2.50061	2.4997	-0.000149637
6.19946e-08	2.5	2.5	2.50038	2.49878	-0.000612374
6.21745e-08	2.5	2.5	2.5002	2.49985	-7.33363e-05
6.23977e-08	2.5	2.5	2.50018	2.50036	0.000178203
6.27134e-08	2.5	2.5	2.50015	2.49987	-6.63137e-05
6.31793e-08	2.5	2.5	2.50006	2.49998	-1.14287e-05
6.38e-08	2.5	2.5	2.50004	2.50006	2.99746e-05
6.38375e-08	2.5	2.1875	2.49989	2.49756	-0.00121813
6.38626e-08	2.5	1.97802	2.49978	2.49627	-0.00186692
6.39431e-08	2.5	1.3077	2.49926	2.49278	-0.00361082
6.39634e-08	2.5	1.13851	2.49909	2.49209	-0.00395271
6.39837e-08	2.5	0.969323	2.49891	2.49149	-0.00425499
6.40004e-08	2.5	0.830193	2.49877	2.49125	-0.0043752
6.40171e-08	2.5	0.691062	2.49862	2.49118	-0.00441113
6.40314e-08	2.5	0.571546	2.4985	2.49132	-0.00434215
6.40458e-08	2.5	0.45203	2.49839	2.49162	-0.00419142
6.40586e-08	2.5	0.344672	2.49831	2.49229	-0.00385373
6.40715e-08	2.5	0.237314	2.49825	2.49326	-0.00336788
6.40905e-08	2.5	0.0796105	2.49819	2.49506	-0.00246865
6.41e-08	2.5	1.42997e-13	2.49818	2.49604	-0.00198016
6.41103e-08	2.5	0	2.49823	2.49872	-0.000638553
6.41147e-08	2.5	0	2.49825	2.49981	-9.271e-05
6.41277e-08	2.5	0	2.49834	2.50253	0.00126515
6.4149e-08	2.5	0	2.49853	2.50579	0.0028956
6.41819e-08	2.5	0	2.49891	2.50891	0.00445489
6.42218e-08	2.5	0	2.49941	2.51026	0.00512923
6.42734e-08	2.5	0	2.49999	2.50935	0.00467699
6.43461e-08	2.5	0	2.50055	2.50576	0.00287797
6.4454e-08	2.5	0	2.50078	2.50058	0.000288408
6.45868e-08	2.5	0	2.50055	2.49813	-0.000935921
6.47668e-08	2.5	0	2.50021	2.49926	-0.000371257
6.4964e-08	2.5	0	2.50016	2.50052	0.000258553
6.52524e-08	2.5	0	2.50019	2.50003	1.62533e-05
6.57038e-08	2.5	0	2.50007	2.49981	-9.51232e-05
6.6e-08	2.5	0	2.50005	2.50013	6.44579e-05
6.60375e-08	2.5	0.3125	2.50024	2.50331	0.00165364
6.60554e-08	2.5	0.461652	2.50033	2.50444	0.00221976
6.61127e-08	2.5	0.93894	2.50055	2.50363	0.00181648
6.61497e-08	2.5	1.24725	2.50055	2.50025	0.00012706
6.61761e-08	2.5	1.46771	2.50044	2.49719	-0.00140556
6.62026e-08	2.5	1.68816	2.50022	2.49358	-0.00320883
6.62199e-08	2.5	1.83285	2.50006	2.49214	-0.00392846
6.62373e-08	2.5	1.97754	2.49987	2.49107	-0.00446276
6.62511e-08	2.5	2.09255	2.49973	2.49066	-0.00467064
6.62649e-08	2.5	2.20755	2.49958	2.49057	-0.00471331
6.62916e-08	2.5	2.43009	2.49933	2.49123	-0.0043858
6.63e-08	2.5	2.5	2.49926	2.49162	-0.00419127
6.63107e-08	2.5	2.5	2.49914	2.49071	-0.00464351
6.6315e-08	2.5	2.5	2.49909	2.49041	-0.00479527
6.63277e-08	2.5	2.5	2.49895	2.48991	-0.00504364
6.63415e-08	2.5	2.5	2.49881	2.4898	-0.00509973
6.63646e-08	2.5	2.5	2.4986	2.49065	-0.00467255
6.63822e-08	2.5	2.5	2.49848	2.49231	-0.00384333
6.64057e-08	2.5	2.5	2.49841	2.49542	-0.00229111
6.64357e-08	2.5	2.5	2.49844	2.49926	-0.000370366
6.64643e-08	2.5	2.5	2.49856	2.50222	0.00111248
6.65034e-08	2.5	2.5	2.49878	2.50402	0.0020092
6.65334e-08	2.5	2.5	2.49896	2.50407	0.00203627
6.65678e-08	2.5	2.5	2.49914	2.50373	0.00186573
6.66072e-08	2.5	2.5	2.49933	2.5031	0.00154874
6.6663e-08	2.5	2.5	2.4995	2.50186	0.000930532
6.67252e-08	2.5	2.5	2.4996	2.50042	0.000211409
6.67971e-08	2.5	2.5	2.49962	2.49947	-0.000266228
6.68809e-08	2.5	2.5	2.49954	2.49842	-0.000787954
6.69737e-08	2.5	2.5	2.49921	2.4954	-0.00229915
6.70252e-08	2.5	2.5	2.49883	2.49238	-0.00381171
6.70767e-08	2.5	2.5	2.4983	2.48839	-0.00580531
6.71634e-08	2.5	2.5	2.49646	2.4644	-0.0178023
6.72116e-08	2.5	2.5	2.49311	2.43844	-0.0307804
6.72598e-08	2.5	2.5	2.4881	2.40347	-0.0482662
6.73321e-08	2.5	2.5	2.45987	2.28288	-0.108558
6.7367e-08	2.5	2.5	2.42908	2.28735	-0.106323
6.74019e-08	2.5	2.5	2.38711	2.33264	-0.083679
6.74768e-08	2.5	2.5	2.25378	2.61899	0.0594973
6.75333e-08	2.5	2.5	2.13064	2.79777	0.148885
6.75944e-08	2.5	2.5	1.99301	2.8372	0.168599
6.76617e-08	2.5	2.5	1.84173	2.69868	0.0993388
6.77418e-08	2.5	2.5	1.6685	2.44494	-0.0275297
6.78206e-08	2.5	2.5	1.51101	2.28627	-0.106866
6.7896e-08	2.5	2.5	1.3742	2.31352	-0.0932402
6.7982e-08	2.5	2.5	1.22963	2.48209	-0.00895649
6.80883e-08	2.5	2.5	1.05923	2.64455	0.072276
6.81683e-08	2.5	2.5	0.935657	2.62852	0.0642593
6.82651e-08	2.5	2.5	0.795833	2.50099	0.000494083
6.83842e-08	2.5	2.5	0.645079	2.39647	-0.0517637
6.84741e-08	2.5	2.5	0.548305	2.4344	-0.0328009
6.85885e-08	2.5	2.5	0.442043	2.54171	0.0208566
6.87229e-08	2.5	2.5	0.335479	2.5689	0.0344517
6.88e-08	2.5	2.5	0.282836	2.51786	0.00892996
6.88169e-08	2.5	2.35899	0.272342	2.50203	0.0010152
6.88264e-08	2.5	2.2798	0.266508	2.4935	-0.00324797
6.88568e-08	2.5	2.02641	0.248602	2.47048	-0.0147581
6.8899e-08	2.5	1.67531	0.225651	2.44843	-0.0257851
6.89234e-08	2.5	1.47187	0.213302	2.44235	-0.0288226
6.89478e-08	2.5	1.26842	0.20165	2.4412	-0.0294004
6.89714e-08	2.5	1.07163	0.190958	2.444	-0.027998
6.8995e-08	2.5	0.874849	0.180862	2.45092	-0.0245416
6.901e-08	2.5	0.749711	0.174706	2.45686	-0.0215707
6.9025e-08	2.5	0.624574	0.16877	2.46418	-0.0179116
6.90374e-08	2.5	0.521673	0.164027	2.47063	-0.0146874
6.90497e-08	2.5	0.418772	0.159416	2.47765	-0.0111729
6.90652e-08	2.5	0.289967	0.153814	2.48709	-0.00645677
6.90807e-08	2.5	0.161161	0.148405	2.49729	-0.00135686
6.91e-08	2.5	0	0.141879	2.50996	0.00497934
6.91119e-08	2.5	0	0.138059	2.51952	0.00975829
6.91174e-08	2.5	0	0.136312	2.5238	0.011899
6.91348e-08	2.5	0	0.130868	2.53585	0.0179272
6.91593e-08	2.5	0	0.123488	2.54852	0.0242586
6.91962e-08	2.5	0	0.112936	2.55707	0.028536
6.92388e-08	2.5	0	0.101557	2.55172	0.0258583
6.92951e-08	2.5	0	0.0878847	2.52705	0.013526
6.93727e-08	2.5	0	0.0716673	2.4861	-0.00695092
6.94745e-08	2.5	0	0.0549463	2.46386	-0.0180709
6.95877e-08	2.5	0	0.0414145	2.48931	-0.00534325
6.97434e-08	2.5	0	0.0281238	2.52571	0.0128566
6.98923e-08	2.5	0	0.0188617	2.50886	0.00442812
7.00624e-08	2.5	0	0.0117079	2.48131	-0.00934421
7.02699e-08	2.5	0	0.00704919	2.50056	0.000278419
7.04577e-08	2.5	0	0.00460207	2.51433	0.00716605
7.06896e-08	2.5	0	0.00234521	2.49277	-0.00361309
7.09259e-08	2.5	0	0.00137609	2.49467	-0.00266575
7.1e-08	2.5	0	0.00131447	2.5035	0.0017516
7.10297e-08	2.5	0.247166	0.00133815	2.51015	0.0050749
7.10396e-08	2.5	0.330357	0.00134358	2.51217	0.00608368
7.10716e-08	2.5	0.596566	0.00132326	2.51593	0.00796442
7.10939e-08	2.5	0.782283	0.00126807	2.51569	0.00784685
7.11162e-08	2.5	0.967999	0.00117917	2.51311	0.00655427
7.11354e-08	2.5	1.12865	0.0010786	2.50916	0.00458053
7.11547e-08	2.5	1.28931	0.000954952	2.50357	0.00178323
7.1181e-08	2.5	1.5084	0.000777068	2.49495	-0.00252665
7.12073e-08	2.5	1.7275	0.000578918	2.48461	-0.00769324
7.1223e-08	2.5	1.85847	0.000485379	2.47993	-0.010033
7.12387e-08	2.5	1.98945	0.000400517	2.47571	-0.0121459
7.12526e-08	2.5	2.10508	0.000346692	2.47318	-0.0134102
7.12665e-08	2.5	2.2207	0.000308129	2.47151	-0.0142451
7.12798e-08	2.5	2.33188	0.000292593	2.4713	-0.014349
7.12932e-08	2.5	2.44306	0.000295811	2.47227	-0.013865
7.13e-08	2.5	2.5	0.000305178	2.47321	-0.0133939
7.13109e-08	2.5	2.5	0.000303605	2.4734	-0.0133008
7.13151e-08	2.5	2.5	0.000303598	2.47353	-0.0132354
7.13272e-08	2.5	2.5	0.000313627	2.47466	-0.0126687
7.13413e-08	2.5	2.5	0.000342778	2.47711	-0.0114455
7.1361e-08	2.5	2.5	0.000416143	2.4827	-0.00865248
7.13767e-08	2.5	2.5	0.000500333	2.48887	-0.00556469
7.13997e-08	2.5	2.5	0.000645072	2.49941	-0.000292786
7.14219e-08	2.5	2.5	0.000784736	2.50976	0.0048807
7.14527e-08	2.5	2.5	0.000933481	2.52156	0.0107779
7.14896e-08	2.5	2.5	0.00100762	2.52945	0.0147252
7.15281e-08	2.5	2.5	0.000957807	2.52985	0.014924
7.158e-08	2.5	2.5	0.000736157	2.52032	0.0101612
7.16281e-08	2.5	2.5	0.000484419	2.50726	0.00362753
7.16763e-08	2.5	2.5	0.000188304	2.49012	-0.00494186
7.17158e-08	2.5	2.5	1.03246e-05	2.47848	-0.0107614
7.17724e-08	2.5	2.5	-7.86514e-05	2.4708	-0.0145989
7.18287e-08	2.5	2.5	-0.000567473	2.45485	-0.0225737
7.18858e-08	2.5	2.5	-0.00194307	2.43185	-0.0340753
7.19444e-08	2.5	2.5	-0.00221512	2.35459	-0.072704
7.20016e-08	2.5	2.5	0.00818096	2.12381	-0.188096
7.20703e-08	2.5	2.5	0.0591363	1.83689	-0.331554
7.2124e-08	2.5	2.5	0.13126	1.81527	-0.342363
7.21766e-08	2.5	2.5	0.221381	1.97563	-0.262184
7.22571e-08	2.5	2.5	0.389419	2.26419	-0.117906
7.23102e-08	2.5	2.5	0.516852	2.41365	-0.043173
7.23905e-08	2.5	2.5	0.720337	2.57211	0.0360527
7.2478e-08	2.5	2.5	0.943025	2.6683	0.0841503
7.25646e-08	2.5	2.5	1.15132	2.70391	0.101954
7.27212e-08	2.5	2.5	1.47816	2.68935	0.0946764
7.28459e-08	2.5	2.5	1.68824	2.6603	0.0801509
7.29843e-08	2.5	2.5	1.87327	2.63635	0.0681752
7.31677e-08	2.5	2.5	2.05376	2.60949	0.054745
7.34245e-08	2.5	2.5	2.21222	2.56864	0.034318
7.37273e-08	2.5	2.5	2.31073	2.52169	0.0108427
7.38e-08	2.5	2.5	2.32546	2.51354	0.00677177
7.38272e-08	2.5	2.2736	2.3304	2.50876	0.00438184
7.3837e-08	2.5	2.19202	2.33218	2.50729	0.00364453
7.38683e-08	2.5	1.93097	2.33768	2.50376	0.00188102
7.39127e-08	2.5	1.56085	2.34506	2.49999	-5.35e-06
7.39352e-08	2.5	1.3732	2.34864	2.49845	-0.000777297
7.39577e-08	2.5	1.18555	2.35211	2.49715	-0.00142515
7.39836e-08	2.5	0.97016	2.35599	2.49618	-0.00190804
7.40094e-08	2.5	0.754774	2.35976	2.4957	-0.00214888
7.40275e-08	2.5	0.604425	2.36234	2.49595	-0.00202712
7.40455e-08	2.5	0.454076	2.36489	2.49658	-0.00171165
7.40586e-08	2.5	0.345136	2.36674	2.4976	-0.00120191
7.40717e-08	2.5	0.236195	2.36858	2.49899	-0.000505301
7.40947e-08	2.5	0.0442316	2.37183	2.50223	0.00111288
7.41e-08	2.5	0	2.37259	2.50303	0.00151469
7.41085e-08	2.5	0	2.37383	2.50582	0.00291134
7.41121e-08	2.5	0	2.37437	2.50697	0.00348716
7.41225e-08	2.5	0	2.37589	2.50986	0.00493246
7.4141e-08	2.5	0	2.37862	2.51398	0.00699236
7.41714e-08	2.5	0	2.38312	2.51859	0.00929705
7.42093e-08	2.5	0	2.38863	2.52123	0.0106132
7.42577e-08	2.5	0	2.39539	2.52087	0.0104342
7.43228e-08	2.5	0	2.40377	2.51679	0.00839366
7.44243e-08	2.5	0	2.41516	2.50915	0.00457366
7.45439e-08	2.5	0	2.42639	2.50403	0.00201308
7.47121e-08	2.5	0	2.4396	2.50363	0.00181709
7.49135e-08	2.5	0	2.45269	2.50486	0.00243184
7.51478e-08	2.5	0	2.46469	2.50362	0.00180783
7.55074e-08	2.5	0	2.47752	2.50176	0.000878643
7.6e-08	2.5	1.10291e-13	2.48805	2.50135	0.000675114
7.60375e-08	2.5	0.3125	2.48879	2.5045	0.0022519
7.60601e-08	2.5	0.500493	2.48923	2.50578	0.00289014
7.61322e-08	2.5	1.10207	2.49037	2.50269	0.00134401
7.6168e-08	2.5	1.40036	2.49067	2.49741	-0.00129533
7.61953e-08	2.5	1.6273	2.49076	2.49372	-0.0031377
7.62225e-08	2.5	1.85423	2.49074	2.49033	-0.00483702
7.62369e-08	2.5	1.97376	2.49072	2.48942	-0.00528903
7.62512e-08	2.5	2.0933	2.49069	2.48892	-0.00554058
7.62663e-08	2.5	2.21954	2.49066	2.48877	-0.00561617
7.62815e-08	2.5	2.34579	2.49063	2.48903	-0.00548724
7.63e-08	2.5	2.5	2.49062	2.4901	-0.00494978
7.63116e-08	2.5	2.5	2.4906	2.48953	-0.0052349
7.6317e-08	2.5	2.5	2.49059	2.4894	-0.0052995
7.63341e-08	2.5	2.5	2.49058	2.48994	-0.00503004
7.63514e-08	2.5	2.5	2.4906	2.49144	-0.00427845
7.6369e-08	2.5	2.5	2.49068	2.49381	-0.00309676
7.63907e-08	2.5	2.5	2.49086	2.49723	-0.00138555
7.64122e-08	2.5	2.5	2.4911	2.50032	0.000158445
7.64409e-08	2.5	2.5	2.49148	2.50301	0.00150362
7.64659e-08	2.5	2.5	2.49184	2.5043	0.00215079
7.65034e-08	2.5	2.5	2.4924	2.50534	0.00267058
7.65429e-08	2.5	2.5	2.49298	2.50546	0.00272751
7.66055e-08	2.5	2.5	2.49378	2.50424	0.00212216
7.66617e-08	2.5	2.5	2.49436	2.50251	0.00125663
7.67388e-08	2.5	2.5	2.49495	2.5007	0.000350927
7.68174e-08	2.5	2.5	2.49531	2.49843	-0.000786642
7.69224e-08	2.5	2.5	2.49534	2.49419	-0.00290494
7.69704e-08	2.5	2.5	2.49505	2.48953	-0.00523316
7.70183e-08	2.5	2.5	2.49457	2.48317	-0.00841462
7.71122e-08	2.5	2.5	2.49313	2.45912	-0.02044
7.71912e-08	2.5	2.5	2.48277	2.37434	-0.0628313
7.72277e-08	2.5	2.5	2.46737	2.32281	-0.0885948
7.72641e-08	2.5	2.5	2.44525	2.26344	-0.118281
7.72961e-08	2.5	2.5	2.41221	2.29104	-0.104479
7.73282e-08	2.5	2.5	2.36908	2.36524	-0.0673793
7.73979e-08	2.5	2.5	2.23965	2.64677	0.0733866
7.74497e-08	2.5	2.5	2.12629	2.80633	0.153163
7.75079e-08	2.5	2.5	1.995	2.84172	0.170862
7.75762e-08	2.5	2.5	1.8415	2.70001	0.100007
7.76568e-08	2.5	2.5	1.66718	2.4414	-0.0292999
7.77351e-08	2.5	2.5	1.51091	2.28316	-0.108418
7.78103e-08	2.5	2.5	1.37447	2.31146	-0.0942723
7.78962e-08	2.5	2.5	1.23024	2.4823	-0.00885066
7.8002e-08	2.5	2.5	1.06079	2.64615	0.0730743
7.80817e-08	2.5	2.5	0.937607	2.63057	0.0652853
7.81781e-08	2.5	2.5	0.798162	2.50221	0.00110491
7.82968e-08	2.5	2.5	0.647537	2.39547	-0.0522648
7.83863e-08	2.5	2.5	0.550863	2.43233	-0.0338332
7.85e-08	2.5	2.5	0.444869	2.54051	0.020256
7.8634e-08	2.5	2.5	0.338083	2.57055	0.0352731
7.87363e-08	2.5	2.5	0.269383	2.50383	0.00191478
7.88e-08	2.5	2.5	0.232751	2.46233	-0.0188349
7.88183e-08	2.5	2.34792	0.223324	2.45395	-0.0230272
7.88271e-08	2.5	2.27398	0.21879	2.45043	-0.0247857
7.88555e-08	2.5	2.0374	0.204904	2.44511	-0.0274445
7.88972e-08	2.5	1.69008	0.186098	2.44863	-0.0256854
7.89214e-08	2.5	1.48839	0.175954	2.45526	-0.0223715
7.89456e-08	2.5	1.2867	0.166382	2.46525	-0.0173732
7.89687e-08	2.5	1.09452	0.157688	2.47505	-0.0124732
7.89917e-08	2.5	0.902351	0.149445	2.48607	-0.00696645
7.90068e-08	2.5	0.776553	0.144248	2.49289	-0.00355674
7.90219e-08	2.5	0.650756	0.139223	2.49971	-0.000145273
7.90471e-08	2.5	0.440974	0.131175	2.50985	0.00492655
7.90622e-08	2.5	0.31505	0.126542	2.51565	0.00782642
7.90773e-08	2.5	0.189126	0.122059	2.52124	0.0106179
7.90967e-08	2.5	0.0274634	0.116503	2.52748	0.01374
7.91e-08	2.5	0	0.115581	2.52841	0.0142026
7.91053e-08	2.5	0	0.114141	2.53098	0.0154876
7.91081e-08	2.5	0	0.113359	2.53233	0.0161629
7.91158e-08	2.5	0	0.111291	2.53557	0.0177834
7.91327e-08	2.5	0	0.106849	2.54104	0.0205205
7.91577e-08	2.5	0	0.10049	2.54519	0.0225927
7.91933e-08	2.5	0	0.0919305	2.54324	0.02162
7.92363e-08	2.5	0	0.0823645	2.53099	0.0154949
7.92932e-08	2.5	0	0.070987	2.5066	0.00329947
7.93741e-08	2.5	0	0.0573441	2.47812	-0.0109378
7.94754e-08	2.5	0	0.0441605	2.47533	-0.0123354
7.95986e-08	2.5	0	0.0325003	2.50423	0.0021133
7.97717e-08	2.5	0	0.0208804	2.5194	0.0096989
7.99242e-08	2.5	0	0.0137172	2.49564	-0.00217881
8.01488e-08	2.5	0	0.00749411	2.48852	-0.0057416
8.03333e-08	2.5	0	0.00498045	2.50949	0.00474266
8.06259e-08	2.5	0	0.00232971	2.50153	0.000763177
8.08394e-08	2.5	0	0.00128759	2.49078	-0.00461213
8.1e-08	2.5	1.10291e-13	0.00107501	2.50202	0.00101059
8.10364e-08	2.5	0.303116	0.00111117	2.50932	0.00466066
8.10501e-08	2.5	0.417719	0.00112023	2.51172	0.00586037
8.10941e-08	2.5	0.78445	0.00107239	2.51403	0.00701631
8.11134e-08	2.5	0.944648	0.00101133	2.51227	0.00613437
8.11326e-08	2.5	1.10485	0.000925836	2.50882	0.00440914
8.11543e-08	2.5	1.2861	0.000808331	2.50336	0.00167935
8.11761e-08	2.5	1.46735	0.000665826	2.49609	-0.00195727
8.12004e-08	2.5	1.67	0.000517455	2.4884	-0.0058018
8.12247e-08	2.5	1.87264	0.000366918	2.4803	-0.00985112
8.12384e-08	2.5	1.98683	0.000304868	2.4771	-0.0114488
8.12521e-08	2.5	2.10102	0.000252564	2.47446	-0.012771
8.12669e-08	2.5	2.22388	0.000218209	2.47294	-0.0135298
8.12816e-08	2.5	2.34674	0.000202857	2.47256	-0.0137205
8.13e-08	2.5	2.5	0.000217383	2.47424	-0.0128791
8.13112e-08	2.5	2.5	0.0002187	2.4745	-0.0127509
8.13166e-08	2.5	2.5	0.000220518	2.47473	-0.0126341
8.13334e-08	2.5	2.5	0.000243469	2.4767	-0.0116504
8.13518e-08	2.5	2.5	0.000297446	2.48075	-0.00962638
8.13696e-08	2.5	2.5	0.00037508	2.48636	-0.00681836
8.13918e-08	2.5	2.5	0.000489431	2.49455	-0.00272426
8.14136e-08	2.5	2.5	0.000603546	2.50282	0.00141055
8.14416e-08	2.5	2.5	0.000733873	2.51266	0.00633136
8.147e-08	2.5	2.5	0.000830277	2.52067	0.0103353
8.15157e-08	2.5	2.5	0.000877043	2.52712	0.0135606
8.15646e-08	2.5	2.5	0.000776	2.52463	0.0123153
8.1622e-08	2.5	2.5	0.000518205	2.5123	0.00614915
8.16849e-08	2.5	2.5	0.000194455	2.49434	-0.00283241
8.17098e-08	2.5	2.5	9.03791e-05	2.48798	-0.00600832
8.17346e-08	2.5	2.5	-5.37379e-08	2.48206	-0.00896941
8.17778e-08	2.5	2.5	-6.39515e-05	2.47613	-0.0119332
8.18402e-08	2.5	2.5	-0.0001806	2.4704	-0.014801
8.18812e-08	2.5	2.5	-0.00064292	2.4577	-0.0211491
8.19437e-08	2.5	2.5	-0.00232429	2.43409	-0.0329556
8.19998e-08	2.5	2.5	-0.0016967	2.322	-0.0889987
8.20572e-08	2.5	2.5	0.0128834	2.06479	-0.217603
8.21308e-08	2.5	2.5	0.0766263	1.8038	-0.348101
8.21826e-08	2.5	2.5	0.151941	1.84234	-0.328828
8.22377e-08	2.5	2.5	0.251086	2.0362	-0.231899
8.23033e-08	2.5	2.5	0.391623	2.26827	-0.115866
8.23627e-08	2.5	2.5	0.534718	2.43011	-0.0349431
8.2443e-08	2.5	2.5	0.739052	2.58099	0.0404936
8.25294e-08	2.5	2.5	0.958099	2.67163	0.0858142
8.26154e-08	2.5	2.5	1.1641	2.70419	0.102094
8.27714e-08	2.5	2.5	1.48759	2.68855	0.0942735
8.28954e-08	2.5	2.5	1.69508	2.65986	0.0799287
8.30354e-08	2.5	2.5	1.88067	2.6358	0.067899
8.32206e-08	2.5	2.5	2.06047	2.60834	0.0541694
8.34838e-08	2.5	2.5	2.2191	2.56646	0.0332294
8.38e-08	2.5	2.5	2.31797	2.51787	0.00893683
8.38288e-08	2.5	2.26016	2.32348	2.5126	0.00629976
8.3847e-08	2.5	2.1085	2.32693	2.50979	0.00489338
8.39052e-08	2.5	1.62318	2.33728	2.50172	0.000859459
8.39497e-08	2.5	1.25254	2.34457	2.49736	-0.00132051
8.39761e-08	2.5	1.03282	2.34868	2.49537	-0.00231555
8.40024e-08	2.5	0.81309	2.35264	2.49382	-0.00308925
8.40186e-08	2.5	0.678036	2.35503	2.49356	-0.0032221
8.40348e-08	2.5	0.542981	2.35738	2.49368	-0.00316183
8.40473e-08	2.5	0.43907	2.35919	2.49431	-0.00284301
8.40598e-08	2.5	0.335159	2.36098	2.49534	-0.00233152
8.40809e-08	2.5	0.159257	2.36403	2.49831	-0.000846035
8.41e-08	2.5	0	2.36682	2.50154	0.000771138
8.41114e-08	2.5	0	2.36854	2.5055	0.00274931
8.41168e-08	2.5	0	2.36936	2.5073	0.0036478
8.41339e-08	2.5	0	2.37198	2.51208	0.00603866
8.41593e-08	2.5	0	2.37587	2.51727	0.00863512
8.41952e-08	2.5	0	2.38136	2.5216	0.0107992
8.42385e-08	2.5	0	2.3878	2.52295	0.0114738
8.42964e-08	2.5	0	2.39589	2.52045	0.0102256
8.43811e-08	2.5	0	2.40646	2.51347	0.00673525
8.44945e-08	2.5	0	2.41843	2.50587	0.00293632
8.46404e-08	2.5	0	2.43122	2.50315	0.00157323
8.4816e-08	2.5	0	2.44417	2.50461	0.00230409
8.50084e-08	2.5	0	2.45594	2.50479	0.00239254
8.529e-08	2.5	0	2.46902	2.50275	0.00137391
8.57772e-08	2.5	0	2.48334	2.50147	0.000733079
8.6e-08	2.5	1.10291e-13	2.48743	2.50139	0.000697066
8.60375e-08	2.5	0.3125	2.4882	2.50476	0.0023804
8.60533e-08	2.5	0.444225	2.48852	2.50583	0.00291703
8.61039e-08	2.5	0.865744	2.48946	2.50494	0.0024716
8.61419e-08	2.5	1.18222	2.48995	2.50072	0.000360419
8.6166e-08	2.5	1.38324	2.49011	2.49684	-0.00158163
8.61901e-08	2.5	1.58426	2.49015	2.49202	-0.00399063
8.62108e-08	2.5	1.75671	2.49013	2.48913	-0.00543466
8.62315e-08	2.5	1.92916	2.49003	2.48675	-0.00662517
8.6245e-08	2.5	2.04125	2.48997	2.48585	-0.00707489
8.62584e-08	2.5	2.15334	2.48989	2.48535	-0.00732521
8.62719e-08	2.5	2.26567	2.48982	2.48523	-0.00738489
8.62854e-08	2.5	2.37799	2.48975	2.4855	-0.00725025
8.63e-08	2.5	2.5	2.4897	2.48624	-0.00688073
8.63105e-08	2.5	2.5	2.48964	2.48547	-0.00726453
8.63154e-08	2.5	2.5	2.4896	2.48519	-0.00740735
8.63304e-08	2.5	2.5	2.48952	2.48497	-0.00751568
8.63449e-08	2.5	2.5	2.48946	2.48557	-0.00721393
8.63626e-08	2.5	2.5	2.48944	2.48783	-0.00608646
8.63801e-08	2.5	2.5	2.48951	2.49149	-0.00425507
8.64024e-08	2.5	2.5	2.48972	2.49711	-0.00144412
8.64266e-08	2.5	2.5	2.49009	2.50259	0.0012937
8.64545e-08	2.5	2.5	2.49063	2.50747	0.00373528
8.6485e-08	2.5	2.5	2.4913	2.51043	0.00521379
8.65175e-08	2.5	2.5	2.49202	2.51108	0.00553911
8.65484e-08	2.5	2.5	2.49266	2.51035	0.00517478
8.65883e-08	2.5	2.5	2.49338	2.50865	0.00432601
8.6636e-08	2.5	2.5	2.49409	2.50599	0.00299738
8.67045e-08	2.5	2.5	2.4948	2.50224	0.00112122
8.67634e-08	2.5	2.5	2.49518	2.49995	-2.6315e-05
8.6849e-08	2.5	2.5	2.49554	2.49847	-0.000763399
8.69326e-08	2.5	2.5	2.49568	2.49654	-0.00172841
8.69878e-08	2.5	2.5	2.49564	2.49484	-0.002579
8.70431e-08	2.5	2.5	2.49548	2.4928	-0.00359879
8.71292e-08	2.5	2.5	2.49439	2.4755	-0.0122521
8.71901e-08	2.5	2.5	2.49143	2.45157	-0.0242143
8.7251e-08	2.5	2.5	2.48668	2.41797	-0.0410171
8.73204e-08	2.5	2.5	2.46377	2.29853	-0.100737
8.73578e-08	2.5	2.5	2.43385	2.29019	-0.104906
8.73952e-08	2.5	2.5	2.39161	2.32098	-0.0895077
8.74689e-08	2.5	2.5	2.26401	2.58725	0.0436233
8.75291e-08	2.5	2.5	2.13415	2.78392	0.14196
8.75903e-08	2.5	2.5	1.99654	2.83428	0.16714
8.76576e-08	2.5	2.5	1.84549	2.70739	0.103693
8.77357e-08	2.5	2.5	1.67626	2.464	-0.0180021
8.78171e-08	2.5	2.5	1.51309	2.29351	-0.103246
8.7892e-08	2.5	2.5	1.37672	2.31094	-0.0945305
8.79778e-08	2.5	2.5	1.23211	2.47205	-0.0139761
8.80837e-08	2.5	2.5	1.06242	2.63813	0.0690659
8.81647e-08	2.5	2.5	0.937375	2.63014	0.0650703
8.82606e-08	2.5	2.5	0.798664	2.50873	0.00436734
8.83787e-08	2.5	2.5	0.648543	2.39995	-0.0500244
8.84696e-08	2.5	2.5	0.550241	2.43104	-0.0344783
8.85827e-08	2.5	2.5	0.444813	2.53551	0.0177525
8.87151e-08	2.5	2.5	0.339306	2.57031	0.0351565
8.88e-08	2.5	2.5	0.281276	2.51836	0.00917845
8.88161e-08	2.5	2.3657	0.271313	2.50338	0.00168835
8.8826e-08	2.5	2.28363	0.265287	2.49459	-0.00270576
